id,from_id,date,text,post_id,owner_id,parents_stack,reply_to_user,reply_to_comment,likes.can_like,likes.count,likes.user_likes,likes.can_publish,attachments
4257045,75121362,1570106136,"[id232873660|Инна], отличие полного привода от заднего...)",4256950,-15722194,[4257018],232873660,4257018,1,2,0,1,"[{'type': 'doc', 'doc': {'id': 509525953, 'owner_id': 75121362, 'title': 'отличие полного привода от заднего', 'size': 2606629, 'ext': 'gif', 'date': 1562951492, 'type': 3, 'url': 'https://vk.com/doc75121362_509525953?hash=vsw3gJjPePfuDf6MnnzrNg7PRxRPVaK2l8HQ8N5D0V4&dl=GEZTIMJVHEYDIOI:1651181612:THqMZift0uWs2aXEZVXOGJ5ZXRg6qQ9C02ec37HhyKo&api=1&no_preview=1', 'preview': {'photo': {'sizes': [{'src': 'https://sun9-84.userapi.com/c856436/u2606450/d18/-3/m_33a7e6c102.jpg', 'width': 130, 'height': 100, 'type': 'm'}, {'src': 'https://sun9-2.userapi.com/c856436/u2606450/d18/-3/s_33a7e6c102.jpg', 'width': 100, 'height': 75, 'type': 's'}, {'src': 'https://sun9-47.userapi.com/c856436/u2606450/d18/-3/o_33a7e6c102.jpg', 'width': 296, 'height': 480, 'type': 'o'}, {'src': 'https://sun9-47.userapi.com/impf/c856436/u2606450/d18/-3/o_33a7e6c102.jpg?size=178x288&quality=90&sign=25483b7b953e2b103ed9687b25a7b613&c_uniq_tag=fvH4zur4u5ro_ifbdAB1Ij4OxENGkf3-wSqceh5PsT0', 'width': 178, 'height': 288, 'type': 'i'}, {'src': 'https://sun9-47.userapi.com/impf/c856436/u2606450/d18/-3/o_33a7e6c102.jpg?size=118x192&quality=90&sign=2f20657c06228a042d79ef775f0fad95&c_uniq_tag=wiWybvp5RRrIHrSHNjK3SIoa2yIF3ht1wv8gXdchk3E', 'width': 118, 'height': 192, 'type': 'd'}]}, 'video': {'src': 'https://vk.com/doc75121362_509525953?hash=vsw3gJjPePfuDf6MnnzrNg7PRxRPVaK2l8HQ8N5D0V4&dl=GEZTIMJVHEYDIOI:1651181612:THqMZift0uWs2aXEZVXOGJ5ZXRg6qQ9C02ec37HhyKo&api=1&mp4=1', 'width': 296, 'height': 480, 'file_size': 860997}}, 'access_key': 'vdd0ldkXsUg7ZzF2Foj0DDPW73mwHboZfIuITI3GdvH'}}]"
4257052,232873660,1570106346,"[id75121362|Галина], )) молодой, самонадеянный)",4256950,-15722194,[4257018],75121362,4257045,1,1,0,1,
4257002,14443754,1570105450,"[id3905473|Наталья], но и едущие по пешеходной дорожке со скоростью даже 40, тоже далеко не умные. Тот кто дал самокату возможность разгоняться свыше 30км заботится о том, чтобы людей на планете становилось все меньше",4256950,-15722194,[4256983],3905473,4256983,1,0,0,1,
4257035,3905473,1570105968,"я даже не знаю, как это можно делать на пешеходной дорожке. Разве только ночью. У меня больше 10 км/час не выходит.",4256950,-15722194,[4256983],14443754,4257002,1,0,0,1,
4256992,196336584,1570105261,"[id166190724|Дмитрий], что запретить? самокаты? бред.",4256950,-15722194,[4256975],166190724,4256975,1,0,0,1,
4257049,499257007,1570106313,"[id418394083|Игорь], недавайте и вас не будут стрич. Нет предложения, не будет и спроса. Сами всучиваете гаишникам деньги.",4256950,-15722194,[4256968],418394083,4256968,1,0,0,1,
4256976,166190724,1570104817,"[id300537408|Татьяна], в твоём детстве машин не было",4256950,-15722194,[4256965],300537408,4256965,1,2,0,1,
4256984,300537408,1570105040,"[id166190724|Дмитрий], Ой,машины появились в 21веке ,тогда все конный извоз был!!!!Тогда и водители с умом были и велосипедисты и самокатчики.А теперь судя по вопросу вашему,вот такие водители.",4256950,-15722194,[4256965],166190724,4256976,1,0,0,1,
4256988,166190724,1570105155,"[id300537408|Татьяна], машин стало в 10 раз больше",4256950,-15722194,[4256965],300537408,4256984,1,0,0,1,
4257009,300537408,1570105588,"[id166190724|Дмитрий], И что ? В правилах ПДД написано ,водителю можно парковаться на газоне ,во дворе на тротуаре и детской площадке,написано ,что знак 20,40км в час это не для водителей ,а ослов? Почему пешеходный переход ,это для водителей ничто.90% водителей не соблюдают правила ,ведут агрессивную езду .Пешеходы не лучше ,заткнет уши наушниками или телефоном и идет не оглядываясь по сторонам.Мы разучились друг к другу относиться по-человечески.",4256950,-15722194,[4256965],166190724,4256988,1,3,0,1,
4257320,177289551,1570111528,"[id300537408|Татьяна], самокаты были самодельные, если помните.",4256950,-15722194,[4256965],300537408,4256965,1,0,0,1,
4256990,542883341,1570105207,"А вот это уже беспредел !  
Здесь имеется ввиду САМОХОДНОЕ транспортное средство !!!!!",4256950,-15722194,[4256958],545273248,4256986,1,0,0,1,
4258303,225199009,1570135660,"[id542883341|Иван], В моем дедстве электросамокатов не было. Но у нас были самодельные мопеды. Мы ездили группами по3-5 человек по центральным улицам города и ни чего .гаишники нас не ловили.",4256950,-15722194,[4256958],542883341,4256990,1,0,0,1,
4258435,542883341,1570151062,"[id225199009|Миха], а сейчас есть САМОХОДНЫЕ самокаты !",4256950,-15722194,[4256958],225199009,4258303,1,0,0,1,
5082043,594913683,1602503276,,5081754,-15722194,[5082039],154811084,5082039,1,0,0,1,"[{'type': 'sticker', 'sticker': {'sticker_id': 2473, 'product_id': 75, 'images': [{'url': 'https://vk.com/sticker/1-2473-64', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-2473-128', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-2473-256', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-2473-352', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-2473-512', 'width': 512, 'height': 512}], 'images_with_background': [{'url': 'https://vk.com/sticker/1-2473-64b', 'width': 64, 'height': 64}, {'url': 'https://vk.com/sticker/1-2473-128b', 'width': 128, 'height': 128}, {'url': 'https://vk.com/sticker/1-2473-256b', 'width': 256, 'height': 256}, {'url': 'https://vk.com/sticker/1-2473-352b', 'width': 352, 'height': 352}, {'url': 'https://vk.com/sticker/1-2473-512b', 'width': 512, 'height': 512}], 'is_allowed': True}}]"
5082089,316394340,1602504507,У нас в детстве была газировка на натуральных продуктах!Пепси-кола-растворимый суррогат.С огромным количеством сахара!1 стакан-20 ложек!,5081754,-15722194,[5081969],316394340,5081969,1,0,0,1,
5082349,516248342,1602514449,выбирайте качественные. сейчас выбор большой,5081754,-15722194,[5081879],421743983,5082064,1,0,0,1,
5081881,516248342,1602497649,"[id515091104|Марина], и как он везде успеваеть то?",5081754,-15722194,[5081853],515091104,5081853,1,0,0,1,
5082325,192032441,1602513216,"[id515091104|Марина], кстати от стресса в организм выбрасывается большое количество гормона кортизола, который способствует быстрому набору веса, и который очень трудно потом согнать.",5081754,-15722194,[5081853],515091104,5081853,1,1,0,1,
5082385,515091104,1602515565,"[id516248342|Юри], у него статус,,Бог»!",5081754,-15722194,[5081853],516248342,5081881,1,0,0,1,
5081946,382776010,1602499078,"[id608554667|Николай], п",5081754,-15722194,[5081817],608554667,5081817,1,1,0,1,
5081886,516248342,1602497734,"[id242476833|Сергей], раньше вообще никаких продуктов не было",5081754,-15722194,[5081807],242476833,5081807,1,0,0,1,
5081934,347039630,1602498705,"[id516248342|Юри], не при...ди,раньше продукты были натуральные,а сейчас всю скотину кормят гормонами,чтобы выростала со слона,а мы это едим и растем как слоны.",5081754,-15722194,[5081807],516248342,5081886,1,6,0,1,
5082079,495976218,1602504124,"И жрать меньше, и ходить больше, а ничего что практически всю живность кормят гормонами и антибиотиками?, а пальмовое масло, не все так просто как синоним кажется",5081754,-15722194,[5081807],242476833,5081807,1,0,0,1,
5081897,516248342,1602497940,"[id421743983|Мария], давно всем известно(кроме вас,вероятно),что толстеют не от макарон,а от мяса и подливок к макронам. Питайтесь одними макаронами и будете,как горная лань👍🏻",5081754,-15722194,[5081791],421743983,5081791,1,1,0,1,
5081891,516248342,1602497815,"[id476730169|Николай], это несправедливо-богатые худеют,а бедные толстеют..",5081754,-15722194,[5081784],476730169,5081784,1,1,0,1,
5081920,453810945,1602498351,"[id521229736|Слава], Сегодня практически все население Земли регулярно потребляет продукты, содержащие пальмовое масло. Попытки некоторых производителей и ритейлеров «слезть с пальмы» показывают: заменить пальмовое масло фактически нечем. Более того, медики, экологи, представители пищевой отрасли настоятельно просят этого не делать и развенчивают мифы вокруг этого продукта",5081754,-15722194,[5081773],521229736,5081773,1,1,0,1,
5081899,516248342,1602497995,"[id62737858|Наталья], и решение проблемы-как похудеть и что бы такое вкусное сожрать?",5081754,-15722194,[5081772],62737858,5081772,1,0,0,1,
5081889,516248342,1602497770,"[id250025096|Владимир], есть хорошо снабжаемые магазины,кроме Пятерочки",5081754,-15722194,[5081769],250025096,5081769,1,0,0,1,
5081884,516248342,1602497690,"[id35529730|Ольга], так опухли,что в машины еле вползают",5081754,-15722194,[5081768],35529730,5081768,1,0,0,1,
5081775,199713866,1602495011,"[id19009211|Артем], это точно. Много стали есть , переедать )) Мая Плисецкая говорила « меньше ждёшь, тоньше талия « ну и физически она очень много двигалась .",5081754,-15722194,[5081763],19009211,5081763,1,9,0,1,
5082041,594913683,1602503119,"[id568526680|Осипов], я тоже вспомнил этот мульт👍😹",5081754,-15722194,[5081760],568526680,5081760,1,1,0,1,
5082045,594913683,1602503332,"[id568526680|Осипов], один в один👌",5081754,-15722194,[5081760],568526680,5082042,1,1,0,1,
5249825,268029836,1610381246,"[id618842899|Елена], враньё, в Европах понарушайте и у вас изментся мнение.",5249707,-15722194,[5249745],618842899,5249745,1,1,0,1,
5249725,281912723,1610376585,"[id564194925|Геннадий], а вот не надо грубо нарушать. По другому люди не понимают",5249707,-15722194,[5249715],564194925,5249715,1,8,0,1,
5249730,59699689,1610377048,"[id564194925|Геннадий], если не нарушать то и штрафа не будет",5249707,-15722194,[5249715],564194925,5249715,1,3,0,1,
5249751,71484765,1610377836,"[id59699689|Иван], при нынешних законах пдд, не нарушишь только, когда идёшь пешком, и то если не по дороге.",5249707,-15722194,[5249715],59699689,5249730,1,0,0,1,
5249756,59699689,1610378247,"[id71484765|Татьяна], около 40 лет за рулём на моей памяти три штрафа за нарушения!",5249707,-15722194,[5249715],71484765,5249751,1,0,0,1,
5249763,71484765,1610378575,"[id59699689|Иван], ну может вы три раза и выезжали:) Шучу!",5249707,-15722194,[5249715],59699689,5249756,1,0,0,1,
5249780,59699689,1610379506,"[id71484765|Татьяна], каждый день за рулём! Хотя работа была не связано с этим ! Но каждый день до работы 50 км туда и обратно 50 км!",5249707,-15722194,[5249715],71484765,5249763,1,1,0,1,
5249820,268029836,1610381157,"[id564194925|Геннадий], а чего не покачать-то с лохов-нигилистов? Не нарушай и качать будет нечего.",5249707,-15722194,[5249715],564194925,5249715,1,3,0,1,
5250613,416964350,1610422452,"[id268029836|Grigory], придумают ещё что-нибудь штраф за то,что не нарушаешь.",5249707,-15722194,[5249715],268029836,5249820,1,0,0,1,
5249744,368030711,1610377712,"[id197795930|Дмитрий], Всё о бюджете речь ведёте, а вы подумайте о жизни и здоровье тех людей, которых лихачи калечат",5249707,-15722194,[5249710],197795930,5249710,1,4,0,1,
5249747,197795930,1610377761,"[id368030711|Валентина], их меньше не станет, у них есть деньги они плевать хотели на ПДД",5249707,-15722194,[5249710],368030711,5249744,1,2,0,1,
5253612,368030711,1610544064,"[id197795930|Дмитрий], Надо делать как в Норвегии, не только огромный штраф, но и лишение прав на год после второго нарушения ПДД. Бывает лишают и после первого нарушения. А уж если поедешь без прав, то всё- тюрьма, невзирая на лица, здесь, как говорится, "" не договоришься"".",5249707,-15722194,[5249710],197795930,5249747,1,0,0,1,
5481129,368030711,1621334072,"[id197795930|Дмитрий], А как насчёт цен в Штатах?",5481103,-15722194,[5481122],197795930,5481122,1,1,0,1,
5481132,172546920,1621334219,"[id197795930|Дмитрий], Патриарх Кирилл предлагать отдавать нежеланных детей Церкви. Можно поставить получение пособий на поток.",5481103,-15722194,[5481122],197795930,5481122,1,1,0,1,
5481138,172546920,1621334486,"[id197795930|Дмитрий], подозреваю, что уголовно наказуемое деяние замыслили.",5481103,-15722194,[5481122],197795930,5481134,1,0,0,1,
5481142,368030711,1621334776,"Дмитрий, Пример лечения короны. Госпитализация из-за короны обходится незастрахованным в десятки тысяч долларов, до 75 тысяч. Помощь оказывают всем, застрахованным и незастрахованным. Но даже если есть страховка, компания может решить, что полученная медицинская помощь не входит в перечень услуг, положенных по страховке.",5481103,-15722194,[5481122],172546920,5481132,1,1,0,1,
5481143,172546920,1621334881,"[id197795930|Дмитрий], куда и раньше девали. В роддоме оставляли. Там потом главное, чтобы родительских прав лишили, а то алименты платить придётся.",5481103,-15722194,[5481122],197795930,5481140,1,0,0,1,
5481145,172546920,1621334933,"[id368030711|Валентина], Дмитрию переадресуйте.",5481103,-15722194,[5481122],368030711,5481142,1,1,0,1,
5481151,368030711,1621335034,"[id172546920|Ольга], А ведь я ему писала ))",5481103,-15722194,[5481122],172546920,5481145,1,1,0,1,
5481187,37394377,1621337806,"[id368030711|Валентина], вот человек рассказывает как на самом деле. https://www.youtube.com/watch?v=pJ4jZNyHQZA",5481103,-15722194,[5481122],368030711,5481142,1,0,0,1,"[{'type': 'video', 'video': {'access_key': 'bc36db3edafb34e284', 'can_comment': 1, 'can_like': 1, 'can_repost': 1, 'can_subscribe': 1, 'can_add_to_faves': 1, 'can_add': 1, 'comments': 0, 'date': 1621337806, 'description': 'Многие из вас видели статьи о том, сколько стоит лечение от коронавируса в США. Но на самом деле американцы не платят все эти суммы (даже если они имеют место быть) из своего кармана.  Для того, чтобы понять, так ли это ужасно, надо немного разбираться в американской системе здравоохранения. Вот об американской медицине и американских медицинских страховках мы с вами и поговорим сегодня.', 'duration': 321, 'image': [{'url': 'https://sun9-1.userapi.com/rwvKUe-Vjv_UBe-LS8JheBq-GSjoInjPVrYz2w/7i7c6WT7tJY.jpg', 'width': 130, 'height': 96, 'with_padding': 1}, {'url': 'https://sun9-26.userapi.com/0yNIVdppLCwjDgFvq7M0BcV_3cK_eYLu-h0eLQ/LyGX8RIYzvI.jpg', 'width': 160, 'height': 120, 'with_padding': 1}, {'url': 'https://sun9-18.userapi.com/QpP53mK551fERxxkDfoerpAZq5QlAXUdH81P0A/C_MvZ-ceemk.jpg', 'width': 320, 'height': 240, 'with_padding': 1}, {'url': 'https://sun9-34.userapi.com/deGz3jvYLqD2njIQoxdvftd-J-4PBXXQpxWCjw/W1v4s9YjyGo.jpg', 'width': 800, 'height': 450, 'with_padding': 1}], 'id': 456256796, 'owner_id': -15722194, 'user_id': 37394377, 'title': 'Лечение от коронавируса. Стоимость в США', 'is_favorite': False, 'track_code': 'video_7f0a31c7e4EvCPqTnS_E-jxdn4A-CFaNcQKOYgbetkWtMIYXuflLoDMA-_uaKc3yOTqctQg6Y7tGO7hmcb_aKa0', 'type': 'video', 'views': 3, 'local_views': 3, 'platform': 'YouTube'}}]"
5481295,614733994,1621343415,,5481103,-15722194,[5481122],197795930,5481122,1,0,0,1,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1621343415, 'id': 457622372, 'owner_id': -15722194, 'access_key': '44b22d7f38442ea6d8', 'sizes': [{'height': 130, 'url': 'https://sun1-19.userapi.com/s/v1/if2/XW4sNWwXyIJ8FvjOQaWKILUN6foS_RA9cXfOS2TvPKqgMqmcLhTN18ciJDpAO_Gngi4HXLA6yXIwvz11Jtkm_wIt.jpg?size=120x130&quality=96&type=album', 'type': 'm', 'width': 120}, {'height': 141, 'url': 'https://sun1-19.userapi.com/s/v1/if2/xhOlY2NPwFBDMeajw9DWRmTiBuNTVIS3NdkJtcZYckFjOYGbeIzgw-NvzX48f1e668DrYav_UbwpCdpmWULgYYbi.jpg?size=130x141&quality=96&type=album', 'type': 'o', 'width': 130}, {'height': 217, 'url': 'https://sun1-19.userapi.com/s/v1/if2/4lwTSDBvsoAgkx-XLsrzgJx9vCmO67tV5WX4RCEB33aHhmC6uue1bhBGe72hIbrueb-hRLcTLC7SOl085KySbisB.jpg?size=200x217&quality=96&type=album', 'type': 'p', 'width': 200}, {'height': 348, 'url': 'https://sun1-19.userapi.com/s/v1/if2/m-zmheC-EvC8HmcbLW0IKFMwG3DFuuWyrgFvKj37OSnoGRBVhrDhxnB6D2TrDWbYQGgBX0Kfgi7h2aexDbZQv0ox.jpg?size=320x348&quality=96&type=album', 'type': 'q', 'width': 320}, {'height': 554, 'url': 'https://sun1-19.userapi.com/s/v1/if2/0J7MElTQpwNUx5g54N-pLlWWVpoPYu1-wfsvRJNNH_qB7yu_MaObuWhoMT6Wo3--Mps6nBa03LoNOVKu7xyBJDuD.jpg?size=510x554&quality=96&type=album', 'type': 'r', 'width': 510}, {'height': 75, 'url': 'https://sun1-19.userapi.com/s/v1/if2/e5sbV1El2dR0o38ZRZo-PYsdEF_3cMH7LNPoJX_ocg9onGjUa1RfX18pf3n-gkZIQrkHNTTQ3gjOgl6hpC4qxbnF.jpg?size=69x75&quality=96&type=album', 'type': 's', 'width': 69}, {'height': 604, 'url': 'https://sun1-19.userapi.com/s/v1/if2/gTuPwjGR6KPpN_-65278LtzIB16Hf_yftXp9GFVJoK_B-Q_-PO251RejvGDuhNc7n1Zu8bk7M73s1mrLVNWx0c9v.jpg?size=556x604&quality=96&type=album', 'type': 'x', 'width': 556}, {'height': 761, 'url': 'https://sun1-19.userapi.com/s/v1/if2/9nXUFS3TujaM_c8hQ5vE76bbAVGAnSF1thMBGt6s0_3a1Dp9orTzhhs5R-p-WFomga6OLevJUijm_Pn5f8OV2slN.jpg?size=700x761&quality=96&type=album', 'type': 'y', 'width': 700}], 'text': '', 'user_id': 614733994, 'has_tags': False}}]"
5483440,119305779,1621448811,"[id172546920|Ольга], какой цинизм",5481103,-15722194,[5481122],172546920,5481132,1,0,0,1,
5481116,172546920,1621332949,"[id368030711|Валентина], не надо. Работники мавзолея испугаются.",5481103,-15722194,[5481110],368030711,5481110,1,7,0,1,
5483328,9887313,1621445001,"[id368030711|Валентина], Он в мавзолее переворачивается.",5481103,-15722194,[5481110],368030711,5481110,1,0,0,1,
5481558,20639821,1621357161,"[id285045408|Ivan], согласен , велосипидоры на дорогах это зло!",5481207,-15722194,[5481385],285045408,5481385,1,0,0,1,
5481272,355042149,1621342552,"[id629451128|Игорь], А про литиевые батареи, которые используются в электросамокатах - нет? Их сбор и утилизация - еще та проблема для экологии, но ведь об этом ""почему-то"" молчат.",5481207,-15722194,[5481256],629451128,5481256,1,3,0,1,
5481473,629451128,1621351750,"[id355042149|Любовь], Илон Маск разработал батареи заряжающиеся за минуты.",5481207,-15722194,[5481256],355042149,5481272,1,0,0,1,
5482164,355042149,1621405901,"[id629451128|Игорь], и что? Могу ВАс уверить, что на самокатах в Санкт-Петербурге стоят отнюдь не масковские батареи 😊 а банальные - литиевые.",5481207,-15722194,[5481256],629451128,5481473,1,0,0,1,
5481348,866223,1621345257,"[id127879262|Dziima], сразу видно пешеход ... смотри автомобилисты тоже будут топить райдеров и велосепедистов .. так что не тявкал бы ты особо!!!",5481207,-15722194,[5481249],127879262,5481249,1,0,0,1,
5481361,127879262,1621345547,"[id866223|Андрей], глупости. Я работаю водителем.
Поэтому знаю о чём говорю.
Москва не тот город, где личный автомобиль может стоять где угодно. Первая полоса для движения, а испозуется в основном для стоянки.",5481207,-15722194,[5481249],866223,5481348,1,0,0,1,
5481370,866223,1621345971,"[id127879262|Dziima], работать и иметь личный авто  разные вещи !!!",5481207,-15722194,[5481249],127879262,5481361,1,0,0,1,
5481372,866223,1621346151,"[id127879262|Dziima], я с вами не могу не согласиться что мешают ... но куда их девать ?! Администрация бесплатные парковки не строит ... и не будет ... а платные либо кусаються либо далеко ... не от хорошей жизни люд у дороги машины бросает вот я о чем ...",5481207,-15722194,[5481249],127879262,5481361,1,0,0,1,
5481484,341737226,1621352941,"[id470331123|Зоя], почему вы это не скажите локтю. чиновники городскую среду должны развивать. скоро вы ходить не сможете ноги будут при каждом шаге в яму попадать. тогда у вас ямы виноваты будут .",5481207,-15722194,[5481239],470331123,5481239,1,0,0,1,
5481624,470331123,1621360325,"[id341737226|Ирина], ваш ум зашкаливает!",5481207,-15722194,[5481239],341737226,5481484,1,0,0,1,
5481242,866223,1621340839,"[id470331123|Зоя], это не самокатчики виноваты .... 
а администрация .... тк нет полос для движения велосипедов и самокатов!!!",5481207,-15722194,[5481235],470331123,5481235,1,1,0,1,
5481347,470331123,1621345218,"[id866223|Андрей], если вдруг вас собьют...не желаю!но...я хотела бы посмотреть на вас!простите,не желаю! Но вы не правы! Самокатчики нас за людей не считают.ещё им смешно! Человечности нет!  Простите!",5481207,-15722194,[5481235],866223,5481242,1,0,0,1,
5481512,575552747,1621355078,"[id341737226|Ирина], всё просто. Нет среды - нет самокатов.
Вот нет у нас среды, чтобы в городе держать львов, крокодилов. На нет и суда нет",5481207,-15722194,[5481227],341737226,5481227,1,0,0,1,
5481514,341737226,1621355217,"[id575552747|Иван], нет великов и скейтов. негде играть в мяч и прыгать на скакалке. нет так нет. одним торчкам в новосибирске среда благоприятствует. потеплело повылазили из нор. на каждом углу слюни пускают.",5481207,-15722194,[5481227],575552747,5481512,1,0,0,1,
5481533,377851964,1621356134,"[id341737226|Ирина], в самой большой огромной стране мира нет места ,где могут разойтись прохожий и любитель езды на самокате. при капитализме скоро вообще негде будет жить",5481207,-15722194,[5481227],341737226,5481227,1,1,0,1,
5481225,635559800,1621340106,"[id649967391|Иван], 👍👍👍 надо ввести новый вид спорта-""Сбивание битой самокатчика на ходу""🤗
Долой электросамокатный беспредел!!!",5481207,-15722194,[5481220],649967391,5481220,1,12,0,1,"[{'type': 'photo', 'photo': {'album_id': -8, 'date': 1621341156, 'id': 457622368, 'owner_id': -15722194, 'access_key': 'a3c440cffd3bdd3d31', 'sizes': [{'height': 97, 'url': 'https://sun1-19.userapi.com/s/v1/if2/Y1-Pve8RD3HIi4KP16U-yPIlFrPn2t9e4C6DA5cmwENhzaBquovbdbcWglKKnEmuzSCFaQ4Tl3wp7aAR99I0T3_w.jpg?size=130x97&quality=96&type=album', 'type': 'm', 'width': 130}, {'height': 98, 'url': 'https://sun1-19.userapi.com/s/v1/if2/Y1-Pve8RD3HIi4KP16U-yPIlFrPn2t9e4C6DA5cmwENhzaBquovbdbcWglKKnEmuzSCFaQ4Tl3wp7aAR99I0T3_w.jpg?size=130x97&quality=96&type=album', 'type': 'o', 'width': 130}, {'height': 150, 'url': 'https://sun1-19.userapi.com/s/v1/if2/z_BJagvU9GyDfGC3gw_Z_7rayfOXLm5HtChs5RlLbk2943Ar3FHXki5WmFfmuRGqucVtOiGnM04jhGMbKuBoaUea.jpg?size=200x150&quality=96&type=album', 'type': 'p', 'width': 200}, {'height': 240, 'url': 'https://sun1-19.userapi.com/s/v1/if2/5UxrczdGQ0SlV25ctZ9mzWsWJ41O4Z7R7sqY_8pz8pvHLwJpc1ZLHEUdahZrnCrZwbRTXet8yzMWhE4LKHRvE88H.jpg?size=320x240&quality=96&type=album', 'type': 'q', 'width': 320}, {'height': 383, 'url': 'https://sun1-19.userapi.com/s/v1/if2/QagJwArTIenhZus12poEPerXmjldsnO5NsVxklEPYJjOf05Y14mPQfXwyeKqOYbcerZQI8wcR0ODh9kCsnhSPDRN.jpg?size=510x382&quality=96&type=album', 'type': 'r', 'width': 510}, {'height': 56, 'url': 'https://sun1-19.userapi.com/s/v1/if2/OFZxQ4Gh1hUlBRX-ypyxlyw4U2OxWa9Yl-Xk6idNNt1BhlxykNrbCawOSfWnni3iUqA9BNjHckr7zhO29FZXUyvR.jpg?size=75x56&quality=96&type=album', 'type': 's', 'width': 75}, {'height': 453, 'url': 'https://sun1-19.userapi.com/s/v1/if2/U--cD8nxu-XsRJfMLWP7ADb4OlgRkZ9L8rP2id1EAmFJjnjSH8EY_uyJMmt9TvBeHoFDyfuAOxO1NKXsIP4DWFke.jpg?size=604x453&quality=96&type=album', 'type': 'x', 'width': 604}, {'height': 605, 'url': 'https://sun1-19.userapi.com/s/v1/if2/aV6hEhPVnyvD18CcIlBE2K0tgeEPFALSnhGl1ZZeRw7YEorsRw7FIHqEhykxki3MS--nFxpC_YXkOVhIXJiAJf8Y.jpg?size=807x605&quality=96&type=album', 'type': 'y', 'width': 807}, {'height': 768, 'url': 'https://sun1-19.userapi.com/s/v1/if2/78YQYwFqDNjGIlDMf0DlwGTnCIXnzSJbhSf2iQWROO7J2L3P6-fwcLL4tTfOuPYd62r-t01wu5JLo8L-nq2kVgi5.jpg?size=1024x768&quality=96&type=album', 'type': 'z', 'width': 1024}], 'text': '', 'user_id': 635559800, 'has_tags': False}}]"
